# JVM native method bindings extracted from binary (RegisterNatives tables)
# Format: library|java_class.method|signature|native_symbol|confidence
#
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSL.versionString|()Ljava/lang/String;|netty_internal_tcnative_SSL_versionString|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSL.version|()I|netty_internal_tcnative_SSL_version|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSL.writeToSSL|(JJI)I|netty_internal_tcnative_SSL_writeToSSL|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.free|(J)V|netty_internal_tcnative_SSLCredential_free|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.newDelegated|()J|netty_internal_tcnative_SSLCredential_newDelegated|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.newX509|()J|netty_internal_tcnative_SSLCredential_newX509|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setCertChain|(J[J)V|netty_internal_tcnative_SSLCredential_setCertChain|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setCertificateProperties|(J[B)V|netty_internal_tcnative_SSLCredential_setCertificateProperties|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setDelegatedCredential|(J[B)V|netty_internal_tcnative_SSLCredential_setDelegatedCredential|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setMustMatchIssuer|(JZ)V|netty_internal_tcnative_SSLCredential_setMustMatchIssuer|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setOcspResponse|(J[B)V|netty_internal_tcnative_SSLCredential_setOcspResponse|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setPrivateKey|(JJ)V|netty_internal_tcnative_SSLCredential_setPrivateKey|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setSignedCertTimestampList|(J[B)V|netty_internal_tcnative_SSLCredential_setSignedCertTimestampList|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setSigningAlgorithmPrefs|(J[I)V|netty_internal_tcnative_SSLCredential_setSigningAlgorithmPrefs|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.setTrustAnchorId|(J[B)V|netty_internal_tcnative_SSLCredential_setTrustAnchorId|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLCredential.upRef|(J)V|netty_internal_tcnative_SSLCredential_upRef|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.free|(J)V|netty_internal_tcnative_SSLSession_free|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.getSessionId|(J)[B|netty_internal_tcnative_SSLSession_getSessionId|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.getTimeout|(J)J|netty_internal_tcnative_SSLSession_getTimeout|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.getTime|(J)J|netty_internal_tcnative_SSLSession_getTime|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.setTimeout|(JJ)J|netty_internal_tcnative_SSLSession_setTimeout|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.shouldBeSingleUse|(J)Z|netty_internal_tcnative_SSLSession_shouldBeSingleUse|BIN_SCAN
libnetty_tcnative_linux_x86_64.so|io.netty.internal.tcnative.SSLSession.upRef|(J)Z|netty_internal_tcnative_SSLSession_upRef|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.()I|U�|0xe062|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.bindVSock|(III)I|netty_epoll_linuxsocket_bindVSock|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.connectVSock|(III)I|netty_epoll_linuxsocket_connectVSock|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getInterface|(IZ)I|netty_epoll_linuxsocket_getInterface|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getIpMulticastLoop|(IZ)I|netty_epoll_linuxsocket_getIpMulticastLoop|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getSoBusyPoll|(I)I|netty_epoll_linuxsocket_getSoBusyPoll|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpDeferAccept|(I)I|netty_epoll_linuxsocket_getTcpDeferAccept|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpInfo|(I[J)V|netty_epoll_linuxsocket_getTcpInfo|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpKeepCnt|(I)I|netty_epoll_linuxsocket_getTcpKeepCnt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpKeepIdle|(I)I|netty_epoll_linuxsocket_getTcpKeepIdle|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpKeepIntvl|(I)I|netty_epoll_linuxsocket_getTcpKeepIntvl|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpNotSentLowAt|(I)I|netty_epoll_linuxsocket_getTcpNotSentLowAt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTcpUserTimeout|(I)I|netty_epoll_linuxsocket_getTcpUserTimeout|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.getTimeToLive|(I)I|netty_epoll_linuxsocket_getTimeToLive|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isIpBindAddressNoPort|(I)I|netty_epoll_linuxsocket_isIpBindAddressNoPort|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isIpFreeBind|(I)I|netty_epoll_linuxsocket_isIpFreeBind|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isIpRecvOrigDestAddr|(I)I|netty_epoll_linuxsocket_isIpRecvOrigDestAddr|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isIpTransparent|(I)I|netty_epoll_linuxsocket_isIpTransparent|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isTcpCork|(I)I|netty_epoll_linuxsocket_isTcpCork|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isTcpQuickAck|(I)I|netty_epoll_linuxsocket_isTcpQuickAck|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.isUdpGro|(I)I|netty_epoll_linuxsocket_isUdpGro|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.joinGroup|(IZ[B[BII)V|netty_epoll_linuxsocket_joinGroup|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.joinSsmGroup|(IZ[B[BII[B)V|netty_epoll_linuxsocket_joinSsmGroup|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.leaveGroup|(IZ[B[BII)V|netty_epoll_linuxsocket_leaveGroup|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.leaveSsmGroup|(IZ[B[BII[B)V|netty_epoll_linuxsocket_leaveSsmGroup|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.localVSockAddress|(I)[B|netty_epoll_linuxsocket_localVSockAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.newVSockStreamFd|()I|netty_epoll_linuxsocket_newVSockStreamFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.remoteVSockAddress|(I)[B|netty_epoll_linuxsocket_remoteVSockAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setInterface|(IZ[BII)V|netty_epoll_linuxsocket_setInterface|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setIpBindAddressNoPort|(II)V|netty_epoll_linuxsocket_setIpBindAddressNoPort|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setIpFreeBind|(II)V|netty_epoll_linuxsocket_setIpFreeBind|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setIpMulticastLoop|(IZI)V|netty_epoll_linuxsocket_setIpMulticastLoop|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setIpRecvOrigDestAddr|(II)V|netty_epoll_linuxsocket_setIpRecvOrigDestAddr|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setIpTransparent|(II)V|netty_epoll_linuxsocket_setIpTransparent|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setSoBusyPoll|(II)V|netty_epoll_linuxsocket_setSoBusyPoll|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpCork|(II)V|netty_epoll_linuxsocket_setTcpCork|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpDeferAccept|(II)V|netty_epoll_linuxsocket_setTcpDeferAccept|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpFastOpen|(II)V|netty_epoll_linuxsocket_setTcpFastOpen|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpKeepCnt|(II)V|netty_epoll_linuxsocket_setTcpKeepCnt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpKeepIdle|(II)V|netty_epoll_linuxsocket_setTcpKeepIdle|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpKeepIntvl|(II)V|netty_epoll_linuxsocket_setTcpKeepIntvl|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpMd5Sig|(IZ[BI[B)V|netty_epoll_linuxsocket_setTcpMd5Sig|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpNotSentLowAt|(II)V|netty_epoll_linuxsocket_setTcpNotSentLowAt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpQuickAck|(II)V|netty_epoll_linuxsocket_setTcpQuickAck|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTcpUserTimeout|(II)V|netty_epoll_linuxsocket_setTcpUserTimeout|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setTimeToLive|(II)V|netty_epoll_linuxsocket_setTimeToLive|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.LinuxSocket.setUdpGro|(II)V|netty_epoll_linuxsocket_setUdpGro|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.accept|(I[B)I|netty_unix_socket_accept|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.bindDomainSocket|(I[B)I|netty_unix_socket_bindDomainSocket|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.bind|(IZ[BII)I|netty_unix_socket_bind|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.connectDomainSocket|(I[B)I|netty_unix_socket_connectDomainSocket|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.connect|(IZ[BII)I|netty_unix_socket_connect|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.disconnect|(IZ)I|netty_unix_socket_disconnect|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollBusyWait0|(IJI)I|netty_epoll_native_epollBusyWait0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollCreate|()I|netty_epoll_native_epollCreate|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollCtlAdd0|(III)I|netty_epoll_native_epollCtlAdd0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollCtlDel0|(II)I|netty_epoll_native_epollCtlDel0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollCtlMod0|(III)I|netty_epoll_native_epollCtlMod0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollWait0|(IJIIIIJ)J|netty_epoll_native_epollWait0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.epollWait|(IJII)I|netty_epoll_native_epollWait|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoEAGAIN|()I|netty_unix_errors_errnoEAGAIN|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoEBADF|()I|netty_unix_errors_errnoEBADF|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoECONNRESET|()I|netty_unix_errors_errnoECONNRESET|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoEINPROGRESS|()I|netty_unix_errors_errnoEINPROGRESS|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoENOENT|()I|netty_unix_errors_errnoENOENT|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoENOTCONN|()I|netty_unix_errors_errnoENOTCONN|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoEPIPE|()I|netty_unix_errors_errnoEPIPE|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errnoEWOULDBLOCK|()I|netty_unix_errors_errnoEWOULDBLOCK|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errorEALREADY|()I|netty_unix_errors_errorEALREADY|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errorECONNREFUSED|()I|netty_unix_errors_errorECONNREFUSED|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errorEHOSTUNREACH|()I|netty_unix_errors_errorEHOSTUNREACH|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errorEISCONN|()I|netty_unix_errors_errorEISCONN|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.errorENETUNREACH|()I|netty_unix_errors_errorENETUNREACH|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.eventFdRead|(I)V|netty_epoll_native_eventFdRead|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.eventFdWrite|(IJ)V|netty_epoll_native_eventFdWrite|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.eventFd|()I|netty_epoll_native_eventFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.finishConnect|(I)I|netty_unix_socket_finishConnect|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getIntOpt|(III)I|netty_unix_socket_getIntOpt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getRawOptAddress|(IIIJI)V|netty_unix_socket_getRawOptAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getRawOptArray|(III[BII)V|netty_unix_socket_getRawOptArray|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getReceiveBufferSize|(I)I|netty_unix_socket_getReceiveBufferSize|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getSendBufferSize|(I)I|netty_unix_socket_getSendBufferSize|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getSoError|(I)I|netty_unix_socket_getSoError|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getSoLinger|(I)I|netty_unix_socket_getSoLinger|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.getTrafficClass|(IZ)I|netty_unix_socket_getTrafficClass|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isBroadcast|(I)I|netty_unix_socket_isBroadcast|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isIPv6Preferred0|(Z)Z|netty_unix_socket_isIPv6Preferred0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isIPv6|(I)Z|netty_unix_socket_isIPv6|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isKeepAlive|(I)I|netty_unix_socket_isKeepAlive|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isReuseAddress|(I)I|netty_unix_socket_isReuseAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isReusePort|(I)I|netty_unix_socket_isReusePort|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isSupportingUdpSegment|()Z|netty_epoll_native_isSupportingUdpSegment|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.isTcpNoDelay|(I)I|netty_unix_socket_isTcpNoDelay|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.listen|(II)I|netty_unix_socket_listen|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.localAddress|(I)[B|netty_unix_socket_localAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.localDomainSocketAddress|(I)[B|netty_unix_socket_localDomainSocketAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.msgFastopen|()I|netty_unix_socket_msgFastopen|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.newSocketDgramFd|(Z)I|netty_unix_socket_newSocketDgramFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.newSocketDomainDgramFd|()I|netty_unix_socket_newSocketDomainDgramFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.newSocketDomainFd|()I|netty_unix_socket_newSocketDomainFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.newSocketStreamFd|(Z)I|netty_unix_socket_newSocketStreamFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.offsetofEpollData|()I|netty_epoll_native_offsetofEpollData|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.recvAddress|(IJII)I|netty_unix_socket_recvAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.recvFd|(I)I|netty_unix_socket_recvFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.recv|(ILjava/nio/ByteBuffer;II)I|netty_unix_socket_recv|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.registerUnix|()I|netty_epoll_native_registerUnix|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.remoteAddress|(I)[B|netty_unix_socket_remoteAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.remoteDomainSocketAddress|(I)[B|netty_unix_socket_remoteDomainSocketAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendAddress|(IJII)I|netty_unix_socket_sendAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendFd|(II)I|netty_unix_socket_sendFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendToAddressDomainSocket|(IJII[B)I|netty_unix_socket_sendToAddressDomainSocket|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendToAddressesDomainSocket|(IJI[B)I|netty_unix_socket_sendToAddressesDomainSocket|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendToAddresses|(IZJI[BIII)I|netty_unix_socket_sendToAddresses|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendToAddress|(IZJII[BIII)I|netty_unix_socket_sendToAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendToDomainSocket|(ILjava/nio/ByteBuffer;II[B)I|netty_unix_socket_sendToDomainSocket|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sendTo|(IZLjava/nio/ByteBuffer;II[BIII)I|netty_unix_socket_sendTo|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.send|(ILjava/nio/ByteBuffer;II)I|netty_unix_socket_send|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setBroadcast|(II)V|netty_unix_socket_setBroadcast|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setIntOpt|(IIII)V|netty_unix_socket_setIntOpt|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setKeepAlive|(II)V|netty_unix_socket_setKeepAlive|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setRawOptAddress|(IIIJI)V|netty_unix_socket_setRawOptAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setRawOptArray|(III[BII)V|netty_unix_socket_setRawOptArray|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setReceiveBufferSize|(II)V|netty_unix_socket_setReceiveBufferSize|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setReuseAddress|(II)V|netty_unix_socket_setReuseAddress|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setReusePort|(II)V|netty_unix_socket_setReusePort|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setSendBufferSize|(II)V|netty_unix_socket_setSendBufferSize|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setSoLinger|(II)V|netty_unix_socket_setSoLinger|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setTcpNoDelay|(II)V|netty_unix_socket_setTcpNoDelay|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.setTrafficClass|(IZI)V|netty_unix_socket_setTrafficClass|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.shutdown|(IZZ)I|netty_unix_socket_shutdown|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.sizeofEpollEvent|()I|netty_epoll_native_sizeofEpollEvent|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.splice0|(IJIJJ)I|netty_epoll_native_splice0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.strError|(I)Ljava/lang/String;|netty_unix_errors_strError|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.Native.timerFd|()I|netty_epoll_native_timerFd|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.epollerr|()I|netty_epoll_native_epollerr|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.epollet|()I|netty_epoll_native_epollet|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.epollin|()I|netty_epoll_native_epollin|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.epollout|()I|netty_epoll_native_epollout|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.epollrdhup|()I|netty_epoll_native_epollrdhup|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.isSupportingRecvmmsg|()Z|netty_epoll_native_isSupportingRecvmmsg|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.isSupportingSendmmsg|()Z|netty_epoll_native_isSupportingSendmmsg|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.kernelVersion|()Ljava/lang/String;|netty_epoll_native_kernelVersion|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.tcpFastopenMode|()I|netty_epoll_native_tcpFastopenMode|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.epoll.NativeStaticallyReferencedJniMethods.tcpMd5SigMaxKeyLen|()I|netty_epoll_native_tcpMd5SigMaxKeyLen|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.unix.Buffer.addressSize0|()I|netty_unix_buffer_addressSize0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.unix.Buffer.memoryAddress0|(Ljava/nio/ByteBuffer;)J|netty_unix_buffer_memoryAddress0|BIN_SCAN
libnetty_transport_native_epoll_x86_64.so|io.netty.channel.unix.ErrorsStaticallyReferencedJniMethods.errnoEAGAIN|()I|netty_unix_errors_errnoEAGAIN|BIN_SCAN
